Max_Amplitude,RMS_Ratio,Power_Ratio,Label
0.00014783177,0.2772669,0.14682667,0
2.79226e-05,0.740692,0.1855987,0
4.1107494e-05,1.531353,0.14685845,0
0.35784152,0.016298307,0.558018,0
0.00017545224,1.00562,0.12240476,0
4.776208e-05,0.78887105,0.1622623,1
0.00030354416,0.27112013,0.33033183,0
4.5861503e-05,1.3389225,0.081315495,0
0.00024363995,1.0367123,0.14226718,0
8.180253e-05,0.76223534,0.26187113,0
0.00019643307,1.024881,0.05771351,0
0.000104024,0.4379157,0.49615395,0
0.0029389483,0.1671391,0.3623288,0
1.22074325e-05,1.1401018,0.2303711,1
0.00045947748,7.324399,0.5319314,0
1.9638332e-05,1.1489977,0.2806924,0
0.00018987656,0.985847,0.10417487,0
2.6609476e-05,0.947217,0.32602212,0
0.0006197488,0.69364905,0.08069096,0
0.00030579566,0.9683574,0.35075572,0
0.000107956366,0.38588724,1.1245441,0
7.944266e-05,0.5649154,0.16544266,0
4.1831358e-05,0.87283295,0.1474413,0
5.623626e-05,1.1375871,0.074212015,0
0.00018341473,0.9685996,1.3465098,0
0.00059375766,0.67875797,0.59152824,0
4.0975538e-05,1.0113288,0.120476715,0
0.0001835823,1.0378312,0.19328329,0
1.9279814e-05,0.80121565,0.4546273,0
1.5183836e-05,0.84485996,0.47873074,0
9.498341e-05,0.6588837,0.6931534,0
4.1754225e-05,1.0366389,0.27750137,0
0.00030841827,0.909827,0.3854576,0
3.4228135e-05,1.0183636,0.16463797,0
0.00016233922,1.0102687,0.08968641,0
1.5131114e-05,1.1108534,0.3867264,0
4.557409e-05,1.0592867,0.09270155,0
0.0001995802,0.992486,0.22456595,0
2.699472e-05,1.0540848,0.18243419,0
3.6024678e-05,1.0067384,0.14178824,0
2.2275675e-05,0.9570812,0.23937862,0
2.6105423e-05,0.7284227,0.16341229,1
0.00027274725,1.706692,0.18762313,0
0.00026842725,1.373097,0.5062283,0
5.926562e-05,1.3730965,0.18431343,0
3.153368e-05,2.2873864,0.13963051,1
8.664094e-05,0.8019571,0.092820115,0
9.043051e-05,0.8231271,0.12315686,0
0.00010344134,0.7535583,0.078320175,0
3.289641e-05,0.99536645,0.11599861,0
0.0031169653,0.5053202,0.1538506,0
0.0002824545,0.9675132,0.1716237,0
0.00018017292,0.9397088,0.15683429,0
0.00074130355,0.63717985,0.39090583,0
0.00028717518,0.88036066,0.06818162,0
3.6882964e-05,0.9440832,0.11959501,0
3.5527122e-05,1.8977718,0.10291936,0
4.289009e-05,0.8260098,0.16321477,0
9.257514e-05,0.8071873,0.24231344,0
5.228867e-05,0.72891504,0.16130547,0
3.8724305e-05,1.653251,0.19009247,0
0.00015997887,0.98104924,0.1509891,0
0.000103904866,0.593352,0.50422984,0
0.0001835823,1.0378312,0.19328329,0
2.5406975e-05,0.932438,0.43540886,0
6.622207e-05,0.83115274,0.13855717,0
8.851211e-05,0.5254154,0.12116866,0
3.9223407e-05,1.2379819,0.191494,0
7.1755734e-05,1.0001438,0.47253928,0
0.00023336645,4.843716,0.36920655,0
0.00042001376,3.7813776,0.53902024,0
0.00013293303,0.79049087,0.30603623,0
0.00011287971,0.5988439,0.17295569,0
4.0619172e-05,1.8392413,0.19821733,0
0.00014476776,0.9960256,0.31493506,0
0.00017150732,2.4297624,0.23393327,0
0.0002772093,0.998963,0.19887502,0
6.813974e-05,0.5733731,0.41684663,0
0.00020403863,1.0076835,0.09527678,0
0.00014660359,1.0448183,0.28471446,0
4.2465785e-05,0.56239253,0.11302673,0
3.40128e-05,0.93117,0.12529947,0
0.000587467,3.95409,0.13301188,0
0.008436918,0.23374754,0.30653515,0
0.00016559698,0.759867,0.5728,0
0.00021584035,1.0754522,0.09571861,0
0.00017125606,0.91557956,0.07581737,0
4.1665335e-05,1.0931902,0.15088443,0
8.769463e-05,0.72273564,0.29503417,0
9.254679e-05,0.73552275,0.075379305,0
2.664825e-05,0.9842393,0.20018062,0
3.919743e-05,0.7662148,0.103809774,0
2.9763656e-05,0.9196556,0.13563548,0
0.007073182,0.047483522,0.98927826,0
0.0003751271,4.8058214,0.32392308,0
4.6940466e-05,0.9753232,0.19028814,0
0.00011962824,0.49063626,0.07551639,0
0.00047452538,2.1442866,0.11118018,0
0.002361393,0.3266614,0.084209144,0
0.00017813464,0.39669496,0.3232114,0
0.00022983483,0.26766092,1.2487822,0
4.884784e-05,0.76401955,0.07041231,0
0.00017676354,0.8055821,0.09102342,0
1.725462e-05,0.98410904,0.28436732,0
2.4568255e-05,1.0472996,0.25408238,0
4.7055255e-05,1.0433401,0.22947808,0
3.3447628e-05,1.1589203,0.20353447,0
6.531461e-05,2.0034394,0.04768459,0
0.0128746275,0.06911986,0.18598722,0
6.424857e-05,1.2847028,0.20345975,1
0.008606076,0.13894477,0.6156647,0
2.1496713e-05,0.9673811,0.48153672,0
0.0011702061,1.5802757,0.2914918,0
2.8446095e-05,0.9263274,0.1735444,0
2.4814039e-05,1.3413086,0.15317531,0
2.172801e-05,0.8855177,0.15113771,0
4.743319e-05,1.6652948,0.08731261,0
4.4829518e-05,1.0757606,0.1863499,1
0.0011041164,0.77045673,0.0787602,0
0.00019407272,0.9718632,0.15794607,0
6.813686e-05,0.5623341,0.26213154,0
0.0003587576,0.7765693,0.25601906,0
3.5537105e-05,1.1022471,0.12865637,1
4.743319e-05,1.6652948,0.08731261,0
4.825068e-05,0.6256203,0.09948258,1
0.0001644373,1.1339743,0.05745452,1
3.7633068e-05,0.76131004,0.09569196,0
3.0258792e-05,0.8582704,0.1306767,0
4.0878556e-05,0.61711127,0.1559461,0
4.910985e-05,0.6141769,0.16537744,0
4.1976346e-05,0.729965,0.092090905,0
3.2526325e-05,1.7734104,0.24986574,0
3.898319e-05,1.3463851,0.3033055,0
7.138433e-05,0.8778991,0.0957924,0
0.00019459725,0.8307429,0.14705275,0
1.8366873e-05,1.0033485,0.3610067,0
8.7511595e-05,0.5327369,0.14035407,0
0.00015945434,0.8080921,0.049935155,0
3.613974e-05,1.1578819,0.33252624,0
0.00017886162,1.020114,0.12735522,0
0.0002446743,0.21228628,0.57732785,0
0.00069682597,1.3366952,0.7634742,0
2.404983e-05,0.9098676,0.19492924,0
3.0916843e-05,1.0378338,0.15942182,0
4.4884575e-05,0.85253865,0.13496444,0
3.2818207e-05,1.1089888,0.1432261,0
5.5037213e-05,0.9669967,0.13316439,0
0.0023293972,0.7220355,1.0410035,0
0.00046539246,0.21795812,0.2942393,0
1.4478891e-05,1.1892192,0.3550018,0
0.0001982689,1.0198085,0.11935137,0
0.00034513473,1.0258404,0.15508655,0
9.693405e-05,0.42672208,0.41774863,0
1.4606594e-05,0.8879492,0.22635931,0
7.551322e-05,0.38876936,0.083118066,0
4.7161757e-05,1.098473,0.34876868,0
5.6175937e-05,1.6704816,0.34923172,0
2.3744526e-05,0.99252146,0.33488625,0
0.00010288558,0.62273884,0.13554868,0
3.8534497e-05,0.6779392,0.23683347,1
3.47283e-05,0.7278468,0.18118592,0
4.230994e-05,1.0912963,0.16227315,0
0.00019328594,1.0480797,0.1714269,0
0.0001995802,1.0629598,0.096343346,0
6.9911264e-05,1.099646,0.109618545,0
9.114786e-05,0.59619415,0.28448123,0
0.00043640137,0.9103721,0.19995476,0
3.5537105e-05,1.1022471,0.12865637,1
0.00012268024,0.6389585,0.065991804,0
0.0001272223,0.5298629,0.18318933,0
4.1831358e-05,0.87283295,0.1474413,0
0.0005860666,5.0805483,0.41673055,0
